user_id,strategy_id,gameId,roundNum,hotelId,reviewId,hotelScore,didGo,didWin,correctAnswers,reaction_time,user_points,bot_points,last_didGo_True,last_last_didGo_True,last_didGo_False,last_last_didGo_False,last_didWin_True,last_last_didWin_True,last_didWin_False,last_last_didWin_False,last_reaction_time
0,132,3,6,317,15377,7.200000000000001,False,True,6,2290,5,4,True,True,False,False,True,True,False,False,2125
0,132,3,7,354,15239,8.557142857142859,True,True,7,5004,6,4,False,True,True,False,True,True,False,False,2290
0,132,3,8,37,7080,8.885714285714286,True,True,8,3285,7,5,True,False,False,True,True,True,False,False,5004
0,132,3,9,702,13181,7.128571428571428,False,True,9,7009,8,6,True,True,False,False,True,True,False,False,3285
0,132,3,10,996,25209,7.457142857142857,True,False,9,8374,9,6,False,True,True,False,True,True,False,False,7009
0,132,4,1,151,5161,9.171428571428573,True,True,1,1625,0,0,False,False,False,False,False,False,False,False,-1
0,132,4,2,212,24100,8.928571428571429,True,True,2,2844,1,1,True,False,False,False,True,False,False,False,1625
0,132,4,3,441,16269,8.842857142857143,True,True,3,9234,2,2,True,True,False,False,True,True,False,False,2844
0,132,4,4,330,26179,6.642857142857143,False,True,4,6429,3,3,True,True,False,False,True,True,False,False,9234
0,132,4,5,382,4032,8.171428571428573,False,False,4,3632,4,3,False,True,True,False,True,True,False,False,6429
0,132,4,6,118,6416,8.857142857142858,False,False,4,2427,4,3,False,False,True,True,False,True,True,False,3632
0,132,5,1,612,22774,6.385714285714286,False,True,1,8441,0,0,False,False,False,False,False,False,False,False,-1
0,132,5,2,722,687,7.128571428571428,False,True,2,1532,1,0,False,False,True,False,True,False,False,False,8441
0,132,5,3,822,19184,6.514285714285713,True,False,2,1188,2,0,False,False,True,True,True,True,False,False,1532
0,132,5,4,674,3226,8.485714285714286,False,False,2,2473,2,1,True,False,False,True,False,True,True,False,1188
0,132,6,1,306,24275,9.857142857142858,True,True,1,5066,0,0,False,False,False,False,False,False,False,False,-1
0,132,6,2,953,16363,7.885714285714286,False,True,2,1346,1,1,True,False,False,False,True,False,False,False,5066
0,132,6,3,255,12670,9.799999999999999,True,True,3,10792,2,1,False,True,True,False,True,True,False,False,1346
0,132,6,4,530,11013,7.857142857142857,False,True,4,25842,3,2,True,False,False,True,True,True,False,False,10792
0,132,6,5,73,18184,9.771428571428572,True,True,5,256557,4,2,False,True,True,False,True,True,False,False,25842
0,132,6,6,149,14600,7.571428571428571,False,True,6,3636,5,3,True,False,False,True,True,True,False,False,256557
0,132,6,7,1038,21905,6.285714285714286,False,True,7,2788,6,3,False,True,True,False,True,True,False,False,3636
0,132,6,8,197,23995,9.942857142857141,True,True,8,3892,7,3,False,False,True,True,True,True,False,False,2788
0,132,6,9,923,26068,7.928571428571429,False,True,9,6453,8,4,True,False,False,True,True,True,False,False,3892
0,132,6,10,263,91,9.700000000000001,True,True,10,5510,9,4,False,True,True,False,True,True,False,False,6453
0,23,7,1,49,689,7.757142857142857,True,False,0,7773,0,0,False,False,False,False,False,False,False,False,-1
0,23,7,2,63,24110,8.814285714285715,False,False,0,3311,0,1,True,False,False,False,False,False,True,False,7773
0,23,7,3,888,11882,6.842857142857143,True,False,0,2028,0,1,False,True,True,False,False,False,True,True,3311
0,23,7,4,989,9512,7.957142857142857,False,True,1,440,0,2,True,False,False,True,False,False,True,True,2028
0,23,7,5,559,5116,8.857142857142856,True,True,2,314,1,2,False,True,True,False,True,False,False,True,440
0,23,7,6,13,20071,9.27142857142857,False,False,2,357,2,3,True,False,False,True,True,True,False,False,314
0,23,7,7,1006,12704,6.414285714285714,True,False,2,288,2,3,False,True,True,False,False,True,True,False,357
0,23,7,8,685,6306,7.571428571428571,False,True,3,292,2,4,True,False,False,True,False,False,True,True,288
0,23,7,9,516,9045,9.542857142857143,True,True,4,257,3,4,False,True,True,False,True,False,False,True,292
0,23,7,10,891,13124,7.857142857142859,False,True,5,275,4,5,True,False,False,True,True,True,False,False,257
0,23,8,1,55,2946,8.285714285714286,True,True,1,3850,0,0,False,False,False,False,False,False,False,False,-1
0,23,8,2,735,23068,7.057142857142857,False,True,2,1841,1,1,True,False,False,False,True,False,False,False,3850
0,23,8,3,606,21600,7.528571428571428,True,False,2,10925,2,1,False,True,True,False,True,True,False,False,1841
0,23,8,4,779,5603,7.871428571428572,False,False,2,2327,2,2,True,False,False,True,False,True,True,False,10925
0,23,9,1,405,18374,8.328571428571427,True,True,1,12385,0,0,False,False,False,False,False,False,False,False,-1
0,23,9,2,742,16104,7.571428571428571,True,False,1,6209,1,1,True,False,False,False,True,False,False,False,12385
0,23,9,3,562,5126,8.528571428571428,False,False,1,2442,1,2,True,True,False,False,False,True,True,False,6209
0,23,10,1,952,16334,7.542857142857143,True,False,0,3411,0,0,False,False,False,False,False,False,False,False,-1
0,23,10,2,1061,10041,7.485714285714286,False,False,0,2345,0,1,True,False,False,False,False,False,True,False,3411
0,23,11,1,621,20382,9.299999999999999,True,True,1,2349,0,0,False,False,False,False,False,False,False,False,-1
0,23,11,2,648,4650,9.557142857142859,False,False,1,2618,1,1,True,False,False,False,True,False,False,False,2349
0,23,11,3,957,16202,7.700000000000001,False,False,1,1893,1,1,False,True,True,False,False,True,True,False,2618
0,23,12,1,290,19657,8.542857142857143,True,True,1,3987,0,0,False,False,False,False,False,False,False,False,-1
0,23,12,2,514,1714,8.528571428571428,True,True,2,3890,1,1,True,False,False,False,True,False,False,False,3987
0,23,12,3,106,6932,8.27142857142857,True,True,3,1822,2,2,True,True,False,False,True,True,False,False,3890
0,23,12,4,618,20269,9.657142857142857,True,True,4,2113,3,3,True,True,False,False,True,True,False,False,1822
0,23,12,5,670,2194,8.542857142857143,True,True,5,2775,4,4,True,True,False,False,True,True,False,False,2113
0,23,12,6,716,5363,7.214285714285715,True,False,5,11720,5,5,True,True,False,False,True,True,False,False,2775
0,23,12,7,602,20380,8.528571428571428,False,False,5,7018,5,6,True,True,False,False,False,True,True,False,11720
0,23,13,1,217,11608,9.385714285714286,True,True,1,4719,0,0,False,False,False,False,False,False,False,False,-1
0,23,13,2,770,10163,7.771428571428571,True,False,1,1238,1,1,True,False,False,False,True,False,False,False,4719
0,23,13,3,553,2075,9.0,False,False,1,2460,1,2,True,True,False,False,False,True,True,False,1238
0,23,14,1,672,2833,8.8,True,True,1,1648,0,0,False,False,False,False,False,False,False,False,-1
0,23,14,2,476,9530,7.328571428571428,True,False,1,1019,1,1,True,False,False,False,True,False,False,False,1648
0,23,14,3,75,11362,8.871428571428572,False,False,1,1878,1,2,True,True,False,False,False,True,True,False,1019
0,23,15,1,64,24658,7.757142857142857,True,False,0,1210,0,0,False,False,False,False,False,False,False,False,-1
0,23,15,2,494,12143,8.371428571428572,False,False,0,1696,0,1,True,False,False,False,False,False,True,False,1210
0,23,16,1,346,5916,8.214285714285715,True,True,1,3045,0,0,False,False,False,False,False,False,False,False,-1
0,23,16,2,361,919,7.671428571428572,True,False,1,1428,1,1,True,False,False,False,True,False,False,False,3045
0,23,16,3,46,24909,9.028571428571428,False,False,1,2257,1,2,True,True,False,False,False,True,True,False,1428
0,23,17,1,786,12913,5.971428571428571,False,True,1,4291,0,0,False,False,False,False,False,False,False,False,-1
0,23,17,2,967,17452,6.742857142857143,True,False,1,1505,1,0,False,False,True,False,True,False,False,False,4291
0,23,17,3,567,8217,8.685714285714285,False,False,1,1698,1,1,True,False,False,True,False,True,True,False,1505
0,23,18,1,426,7028,10.0,True,True,1,6016,0,0,False,False,False,False,False,False,False,False,-1
0,23,18,2,183,11165,8.442857142857143,True,True,2,2231,1,1,True,False,False,False,True,False,False,False,6016
0,23,18,3,239,932,8.914285714285713,True,True,3,1686,2,2,True,True,False,False,True,True,False,False,2231
0,23,18,4,570,8431,7.714285714285714,True,False,3,2782,3,3,True,True,False,False,True,True,False,False,1686
0,23,18,5,281,3771,9.257142857142856,True,True,4,4775,3,4,True,True,False,False,False,True,True,False,2782
0,23,18,6,117,6044,8.428571428571429,False,False,4,1788,4,5,True,True,False,False,True,False,False,True,4775
0,23,18,7,749,19007,6.071428571428571,True,False,4,1131,4,5,False,True,True,False,False,True,True,False,1788
0,23,18,8,975,22600,6.714285714285714,True,False,4,1264,4,6,True,False,False,True,False,False,True,True,1131
0,23,18,9,67,25285,8.028571428571428,True,True,5,205,4,7,True,True,False,False,False,False,True,True,1264
0,23,18,10,753,18661,7.514285714285714,True,False,5,175,5,8,True,True,False,False,True,False,False,True,205
0,23,19,1,608,21891,7.928571428571429,True,False,0,8900,0,0,False,False,False,False,False,False,False,False,-1
0,23,19,2,1046,13383,7.899999999999999,False,False,0,2047,0,1,True,False,False,False,False,False,True,False,8900
0,23,20,1,915,9451,7.642857142857143,False,True,1,14508,0,0,False,False,False,False,False,False,False,False,-1
0,23,20,2,994,1291,7.971428571428572,True,False,1,5158,1,0,False,False,True,False,True,False,False,False,14508
0,23,20,3,870,8835,7.4,True,False,1,3407,1,1,True,False,False,True,False,True,True,False,5158
0,23,20,4,292,8453,8.685714285714285,False,False,1,260,1,2,True,True,False,False,False,False,True,True,3407
0,23,20,5,377,20404,8.771428571428572,False,False,1,192,1,2,False,True,True,False,False,False,True,True,260
0,23,20,6,66,24814,8.885714285714286,False,False,1,374,1,2,False,False,True,True,False,False,True,True,192
0,23,20,7,745,15689,7.442857142857142,False,True,2,142,1,2,False,False,True,True,False,False,True,True,374
0,23,20,8,614,20239,9.257142857142856,True,True,3,163,2,2,False,False,True,True,True,False,False,True,142
0,23,20,9,456,14752,5.600000000000001,False,True,4,172,3,3,True,False,False,True,True,True,False,False,163
0,23,20,10,607,21665,7.414285714285715,False,True,5,155,4,3,False,True,True,False,True,True,False,False,172
0,23,21,1,215,24673,9.657142857142857,True,True,1,5890,0,0,False,False,False,False,False,False,False,False,-1
0,23,21,2,457,14727,5.657142857142857,True,False,1,2527,1,1,True,False,False,False,True,False,False,False,5890
0,23,21,3,1018,13810,7.985714285714286,False,False,1,5812,1,2,True,True,False,False,False,True,True,False,2527
0,23,22,1,1068,24971,7.742857142857141,True,False,0,4021,0,0,False,False,False,False,False,False,False,False,-1
0,23,22,2,921,23489,7.928571428571429,False,True,1,80,0,1,True,False,False,False,False,False,True,False,4021
0,23,22,3,764,17434,7.5,True,False,1,80,1,1,False,True,True,False,True,False,False,True,80
0,23,22,4,859,904,5.985714285714286,False,True,2,97,1,2,True,False,False,True,False,True,True,False,80
0,23,22,5,983,14244,7.857142857142857,True,False,2,59,2,2,False,True,True,False,True,False,False,True,97
0,23,22,6,852,22139,7.785714285714286,False,True,3,102,2,3,True,False,False,True,False,True,True,False,59
0,23,22,7,333,24487,6.942857142857142,True,False,3,73,3,3,False,True,True,False,True,False,False,True,102
0,23,22,8,917,8977,7.057142857142857,False,True,4,59,3,4,True,False,False,True,False,True,True,False,73
0,23,22,9,854,17194,7.428571428571429,True,False,4,79,4,4,False,True,True,False,True,False,False,True,59
0,23,22,10,50,452,8.4,False,False,4,76,4,5,True,False,False,True,False,True,True,False,79
0,23,23,1,173,15175,9.642857142857142,True,True,1,44474,0,0,False,False,False,False,False,False,False,False,-1
0,23,23,2,531,1546,9.571428571428571,True,True,2,9541,1,1,True,False,False,False,True,False,False,False,44474
0,23,23,3,76,11393,8.642857142857142,True,True,3,6181,2,2,True,True,False,False,True,True,False,False,9541
0,23,23,4,881,19537,7.642857142857143,False,True,4,3834,3,3,True,True,False,False,True,True,False,False,6181
0,23,23,5,940,3629,7.357142857142857,False,True,5,17552,4,3,False,True,True,False,True,True,False,False,3834
0,23,23,6,334,25291,7.371428571428572,False,True,6,8504,5,3,False,False,True,True,True,True,False,False,17552
0,23,23,7,442,15761,8.685714285714287,True,True,7,29335,6,3,False,False,True,True,True,True,False,False,8504
0,23,23,8,161,24655,7.942857142857142,True,False,7,13272,7,4,True,False,False,True,True,True,False,False,29335
0,23,23,9,289,19505,9.071428571428571,False,False,7,3769,7,5,True,True,False,False,False,True,True,False,13272
0,23,23,10,650,3352,8.928571428571429,False,False,7,5108,7,5,False,True,True,False,False,False,True,True,3769
0,23,24,1,226,6878,9.799999999999999,True,True,1,1656,0,0,False,False,False,False,False,False,False,False,-1
0,23,24,2,422,14374,6.828571428571429,False,True,2,3409,1,1,True,False,False,False,True,False,False,False,1656
0,23,24,3,795,8232,7.571428571428571,True,False,2,2996,2,1,False,True,True,False,True,True,False,False,3409
0,23,24,4,730,3074,5.414285714285714,False,False,2,2716,2,2,True,False,False,True,False,True,True,False,2996
0,23,25,1,310,12260,6.285714285714286,False,True,1,3382,0,0,False,False,False,False,False,False,False,False,-1
0,23,25,2,294,8854,7.428571428571429,False,True,2,2493,1,0,False,False,True,False,True,False,False,False,3382
0,23,25,3,974,22523,5.785714285714286,False,True,3,9297,2,0,False,False,True,True,True,True,False,False,2493
0,23,25,4,90,11002,9.228571428571428,False,False,3,9591,3,0,False,False,True,True,True,True,False,False,9297
0,23,25,5,830,16608,5.985714285714287,False,True,4,5277,3,0,False,False,True,True,False,True,True,False,9591
0,23,25,6,1044,23960,6.928571428571428,False,True,5,3458,4,0,False,False,True,True,True,False,False,True,5277
0,23,25,7,995,2592,7.928571428571429,True,False,5,6252,5,0,False,False,True,True,True,True,False,False,3458
0,23,25,8,899,1350,7.799999999999999,False,True,6,7827,5,1,True,False,False,True,False,True,True,False,6252
0,23,25,9,380,8541,9.428571428571429,True,True,7,1938,6,1,False,True,True,False,True,False,False,True,7827
0,23,25,10,997,25220,6.657142857142857,True,False,7,2920,7,2,True,False,False,True,True,True,False,False,1938
0,23,26,1,416,14259,8.028571428571428,False,False,0,11788,0,0,False,False,False,False,False,False,False,False,-1
0,23,26,2,468,7566,8.342857142857142,False,False,0,1962,0,0,False,False,True,False,False,False,True,False,11788
0,23,27,1,918,1030,5.885714285714286,False,True,1,2815,0,0,False,False,False,False,False,False,False,False,-1
0,23,27,2,752,17636,7.342857142857143,False,True,2,1676,1,0,False,False,True,False,True,False,False,False,2815
0,23,27,3,7,9781,9.6,True,True,3,2703,2,0,False,False,True,True,True,True,False,False,1676
0,23,27,4,343,7500,7.528571428571429,True,False,3,10894,3,1,True,False,False,True,True,True,False,False,2703
0,23,27,5,1019,13932,6.928571428571429,False,False,3,3752,3,2,True,True,False,False,False,True,True,False,10894
0,23,28,1,227,359,9.657142857142857,True,True,1,5533,0,0,False,False,False,False,False,False,False,False,-1
0,23,28,2,942,3569,7.0,True,False,1,4875,1,1,True,False,False,False,True,False,False,False,5533
0,23,28,3,115,5541,8.471428571428572,False,False,1,3919,1,2,True,True,False,False,False,True,True,False,4875
0,23,29,1,976,22697,6.157142857142857,False,True,1,2227,0,0,False,False,False,False,False,False,False,False,-1
0,23,29,2,904,2467,7.842857142857142,False,True,2,1791,1,0,False,False,True,False,True,False,False,False,2227
0,23,29,3,551,18518,8.971428571428572,True,True,3,1646,2,0,False,False,True,True,True,True,False,False,1791
0,23,29,4,527,16870,9.37142857142857,False,False,3,1374,3,1,True,False,False,True,True,True,False,False,1646
0,23,29,5,584,7191,9.27142857142857,True,True,4,3711,3,1,False,True,True,False,False,True,True,False,1374
0,23,29,6,943,4499,7.942857142857143,True,False,4,2437,4,2,True,False,False,True,True,False,False,True,3711
0,23,29,7,198,24114,9.6,True,True,5,4288,4,3,True,True,False,False,False,True,True,False,2437
0,23,29,8,778,10036,7.842857142857143,True,False,5,2190,5,4,True,True,False,False,True,False,False,True,4288
0,23,29,9,905,699,7.700000000000001,True,False,5,3988,5,5,True,True,False,False,False,True,True,False,2190
0,23,29,10,604,17454,8.971428571428572,True,True,6,1764,5,6,True,True,False,False,False,False,True,True,3988
0,23,30,1,98,7348,9.414285714285715,False,False,0,457208,0,0,False,False,False,False,False,False,False,False,-1
0,23,30,2,184,18160,9.857142857142858,True,True,1,1815,0,0,False,False,True,False,False,False,True,False,457208
0,23,30,3,84,15798,9.27142857142857,False,False,1,1670,1,1,True,False,False,True,True,False,False,True,1815
0,23,30,4,383,3876,6.857142857142857,True,False,1,1119,1,1,False,True,True,False,False,True,True,False,1670
0,23,30,5,119,5101,8.328571428571427,False,False,1,2399,1,2,True,False,False,True,False,False,True,True,1119
0,23,31,1,681,3007,8.571428571428571,False,False,0,2027,0,0,False,False,False,False,False,False,False,False,-1
0,23,31,2,662,3508,8.828571428571427,False,False,0,2002,0,0,False,False,True,False,False,False,True,False,2027
0,23,32,1,139,14464,8.657142857142858,True,True,1,3498,0,0,False,False,False,False,False,False,False,False,-1
0,23,32,2,609,25394,8.585714285714287,True,True,2,1882,1,1,True,False,False,False,True,False,False,False,3498
0,23,32,3,220,7396,9.942857142857141,False,False,2,3748,2,2,True,True,False,False,True,True,False,False,1882
0,23,32,4,856,15880,7.185714285714285,False,False,2,1839,2,2,False,True,True,False,False,True,True,False,3748
0,23,33,1,213,24216,9.37142857142857,False,False,0,816680,0,0,False,False,False,False,False,False,False,False,-1
0,23,34,1,984,15806,7.685714285714285,True,False,0,4443,0,0,False,False,False,False,False,False,False,False,-1
0,23,34,2,469,6918,7.771428571428571,False,False,0,2018,0,1,True,False,False,False,False,False,True,False,4443
0,23,35,1,316,15253,6.57142857142857,False,True,1,1701,0,0,False,False,False,False,False,False,False,False,-1
0,23,35,2,928,18773,7.185714285714285,False,True,2,5417,1,0,False,False,True,False,True,False,False,False,1701
0,23,35,3,1020,14897,7.442857142857143,False,True,3,2112,2,0,False,False,True,True,True,True,False,False,5417
0,23,35,4,248,6912,9.799999999999999,False,False,3,5859,3,0,False,False,True,True,True,True,False,False,2112
0,23,35,5,279,4207,9.185714285714285,False,False,3,2114,3,0,False,False,True,True,False,True,True,False,5859
0,23,36,1,1062,10363,7.285714285714286,True,False,0,2886,0,0,False,False,False,False,False,False,False,False,-1
0,23,36,2,311,7243,9.285714285714286,False,False,0,1729,0,1,True,False,False,False,False,False,True,False,2886
0,23,37,1,851,22867,7.185714285714285,True,False,0,1821,0,0,False,False,False,False,False,False,False,False,-1
0,23,37,2,719,5166,7.971428571428571,False,False,0,1905,0,1,True,False,False,False,False,False,True,False,1821
0,23,38,1,77,1722,10.0,False,False,0,5949,0,0,False,False,False,False,False,False,False,False,-1
0,23,38,2,969,17709,7.728571428571429,False,False,0,1532,0,0,False,False,True,False,False,False,True,False,5949
0,23,39,1,500,24757,9.3,True,True,1,864,0,0,False,False,False,False,False,False,False,False,-1
0,23,39,2,671,3241,8.785714285714286,True,True,2,6461,1,1,True,False,False,False,True,False,False,False,864
0,23,39,3,794,8338,7.914285714285714,False,True,3,6032,2,2,True,True,False,False,True,True,False,False,6461
0,23,39,4,653,4463,9.271428571428572,True,True,4,9789,3,2,False,True,True,False,True,True,False,False,6032
0,23,39,5,23,11699,8.357142857142858,True,True,5,20313,4,3,True,False,False,True,True,True,False,False,9789
0,23,39,6,1014,13805,7.771428571428571,True,False,5,5634,5,4,True,True,False,False,True,True,False,False,20313
0,23,39,7,403,12235,9.571428571428571,False,False,5,18399,5,5,True,True,False,False,False,True,True,False,5634
0,23,39,8,727,26381,7.642857142857143,False,True,6,13325,5,5,False,True,True,False,False,False,True,True,18399
0,23,39,9,498,12104,8.542857142857143,True,True,7,6721,6,5,False,False,True,True,True,False,False,True,13325
0,23,39,10,444,16539,8.057142857142859,False,False,7,6549,7,6,True,False,False,True,True,True,False,False,6721
0,23,40,1,465,7457,7.399999999999999,True,False,0,2737,0,0,False,False,False,False,False,False,False,False,-1
0,23,40,2,667,1833,7.071428571428571,False,False,0,2285,0,1,True,False,False,False,False,False,True,False,2737
0,23,41,1,17,509,8.942857142857143,True,True,1,5963,0,0,False,False,False,False,False,False,False,False,-1
0,23,41,2,318,531,9.857142857142858,True,True,2,8253,1,1,True,False,False,False,True,False,False,False,5963
0,23,41,3,282,13759,8.285714285714286,True,True,3,10950,2,2,True,True,False,False,True,True,False,False,8253
0,23,41,4,810,15636,7.885714285714286,True,False,3,6957,3,3,True,True,False,False,True,True,False,False,10950
0,23,41,5,487,6906,8.357142857142858,False,False,3,2478,3,4,True,True,False,False,False,True,True,False,6957
0,23,42,1,423,12108,9.042857142857143,True,True,1,1298,0,0,False,False,False,False,False,False,False,False,-1
0,23,42,2,365,19332,7.757142857142858,False,True,2,3019,1,1,True,False,False,False,True,False,False,False,1298
0,23,42,3,720,4985,6.071428571428571,False,True,3,2184,2,1,False,True,True,False,True,True,False,False,3019
0,23,42,4,552,2103,8.328571428571427,False,False,3,1920,3,1,False,False,True,True,True,True,False,False,2184
0,23,42,5,424,9639,9.285714285714286,False,False,3,2079,3,1,False,False,True,True,False,True,True,False,1920
0,23,43,1,937,18261,7.485714285714286,False,True,1,1678,0,0,False,False,False,False,False,False,False,False,-1
0,23,43,2,573,8090,7.614285714285714,False,True,2,2235,1,0,False,False,True,False,True,False,False,False,1678
0,23,43,3,871,8633,7.971428571428571,False,True,3,4783,2,0,False,False,True,True,True,True,False,False,2235
0,23,43,4,350,5209,6.185714285714286,False,True,4,5283,3,0,False,False,True,True,True,True,False,False,4783
0,23,43,5,69,24622,8.157142857142857,False,False,4,5860,4,0,False,False,True,True,True,True,False,False,5283
0,23,43,6,998,25187,7.928571428571429,True,False,4,4264,4,0,False,False,True,True,False,True,True,False,5860
0,23,43,7,574,8348,8.985714285714286,False,False,4,2971,4,1,True,False,False,True,False,False,True,True,4264
0,23,44,1,85,15786,9.357142857142858,True,True,1,9254,0,0,False,False,False,False,False,False,False,False,-1
0,23,44,2,890,22054,7.871428571428572,False,True,2,5660,1,1,True,False,False,False,True,False,False,False,9254
0,23,44,3,546,17054,9.085714285714285,True,True,3,7560,2,1,False,True,True,False,True,True,False,False,5660
0,23,44,4,99,23832,9.714285714285714,True,True,4,2949,3,2,True,False,False,True,True,True,False,False,7560
0,23,44,5,1057,22197,7.457142857142856,False,True,5,5536,4,3,True,True,False,False,True,True,False,False,2949
0,23,44,6,25,11877,8.128571428571428,False,False,5,15750,5,3,False,True,True,False,True,True,False,False,5536
0,23,44,7,86,7605,9.185714285714285,False,False,5,2214,5,3,False,False,True,True,False,True,True,False,15750
0,23,45,1,644,21012,8.685714285714285,False,False,0,5248,0,0,False,False,False,False,False,False,False,False,-1
0,23,45,2,686,12432,6.571428571428571,False,False,0,2292,0,0,False,False,True,False,False,False,True,False,5248
0,23,46,1,710,25105,7.514285714285714,False,True,1,1350,0,0,False,False,False,False,False,False,False,False,-1
0,23,46,2,319,549,9.857142857142858,True,True,2,971,1,0,False,False,True,False,True,False,False,False,1350
0,23,46,3,447,24787,9.385714285714286,False,False,2,1182,2,1,True,False,False,True,True,True,False,False,971
0,23,46,4,159,24850,7.471428571428571,False,True,3,2137,2,1,False,True,True,False,False,True,True,False,1182
0,23,46,5,1050,13869,7.128571428571428,False,True,4,1461,3,1,False,False,True,True,True,False,False,True,2137
0,23,46,6,221,18754,9.771428571428572,True,True,5,1294,4,1,False,False,True,True,True,True,False,False,1461
0,23,46,7,954,16302,7.700000000000001,True,False,5,1223,5,2,True,False,False,True,True,True,False,False,1294
0,23,46,8,827,16073,7.271428571428572,False,True,6,3223,5,3,True,True,False,False,False,True,True,False,1223
0,23,46,9,347,5354,6.314285714285715,False,True,7,32248,6,3,False,True,True,False,True,False,False,True,3223
0,23,46,10,358,1260,9.514285714285714,True,True,8,4100,7,3,False,False,True,True,True,True,False,False,32248
0,23,47,1,287,19377,8.042857142857143,False,False,0,2406,0,0,False,False,False,False,False,False,False,False,-1
0,23,47,2,331,26207,7.785714285714286,False,False,0,1769,0,0,False,False,True,False,False,False,True,False,2406
0,23,48,1,8,9673,9.942857142857141,True,True,1,1922,0,0,False,False,False,False,False,False,False,False,-1
0,23,48,2,999,21202,6.785714285714286,True,False,1,3713,1,1,True,False,False,False,True,False,False,False,1922
0,23,48,3,47,328,7.7,False,False,1,1577,1,2,True,True,False,False,False,True,True,False,3713
0,23,49,1,906,18921,7.171428571428571,True,False,0,1362,0,0,False,False,False,False,False,False,False,False,-1
0,23,49,2,166,14490,9.214285714285714,False,False,0,1685,0,1,True,False,False,False,False,False,True,False,1362
0,23,50,1,944,12647,7.557142857142858,True,False,0,1262,0,0,False,False,False,False,False,False,False,False,-1
0,23,50,2,691,22902,6.971428571428571,False,False,0,1821,0,1,True,False,False,False,False,False,True,False,1262
0,23,51,1,992,1203,7.085714285714286,False,True,1,3034,0,0,False,False,False,False,False,False,False,False,-1
0,23,51,2,1,13029,8.857142857142858,False,False,1,2871,1,0,False,False,True,False,True,False,False,False,3034
